workclass,race,sex,age,education_num,hours_per_week,capital_gain,data_source
Private,White,MALE,39.0,6.0,40.0,0,census_1994
Private,White,M,65.0,9.0,40.0,"9,386",census_1994
local-gov,  BLACK  ,male,28.0,9.0,30.0,0,census_1994
  PRIVATE  ,White,female,47.0,5.0,30.0,0,census_1994
Private,White,unknown,35.0,12.0,40.0,0,census_1994
Local-gov,  BLACK  ,female,69.0,9.0,20.0,0,census_1994
local-gov,White,M,57.0,13.0,40.0,0,census_1994
Private,white,M,64.0,9.0,40.0,0,census_1994
Private,White, Female,23.0,14.0,10.0,0,census_1994
local-gov,  WHITE  , Male,45.0,9.0,78.0,0,census_1994
  PRIVATE  ,White,female,17.0,7.0,20.0,0,census_1994
Private,White,Male,39.0,16.0,42.0,0,census_1994
private,Black,MALE,26.0,7.0,40.0,0,census_1994
private,White,MALE,34.0,14.0,60.0,"4,865",census_1994
state-gov,Black, Female,37.0,13.0,45.0,0,census_1994
Private,White,MALE,41.0,14.0,40.0,0,census_1994
Private,White,M,36.0,9.0,40.0,0,census_1994
Private,White, Female,18.0,6.0,20.0,0,census_1994
Private,White,Female,48.0,12.0,42.0,0,census_1994
Private,  BLACK  ,FEMALE,33.0,9.0,40.0,0,census_1994
Private,White,F,58.0,9.0,24.0,0,census_1994
  PRIVATE  ,  WHITE  , Female,38.0,11.0,40.0,0,census_1994
Self-emp-inc, White ,M,32.0,13.0,40.0,0,census_1994
,White,male,56.0,9.0,40.0,0,census_1994
  FEDERAL-GOV  , Black ,M,49.0,4.0,20.0,0,census_1994
  PRIVATE  ,White,Male,23.0,12.0,20.0,0,census_1994
  PRIVATE  ,White, Male,49.0,10.0,50.0,0,census_1994
Self-emp-not-inc,Black,male,45.0,8.0,35.0,0,census_1994
private,White, Male,33.0,13.0,42.0,0,census_1994
Private,White,male,63.0,9.0,40.0,0,census_1994
Private,white,male,25.0,13.0,30.0,"3,674",census_1994
Private,White, Male,23.0,6.0,40.0,0,census_1994
Private,White,MALE,33.0,5.0,40.0,0,census_1994
 Private ,White,FEMALE,17.0,7.0,13.0,0,census_1994
Local-gov,White,M,40.0,9.0,42.0,0,census_1994
Private, White ,male,37.0,10.0,50.0,0,census_1994
Private,  WHITE  ,FEMALE,49.0,11.0,60.0,"15,024",census_1994
Private,  WHITE  ,Female,49.0,6.0,40.0,0,census_1994
 Private ,  WHITE  ,female,26.0,11.0,36.0,0,census_1994
,  WHITE  ,Male,55.0,9.0,40.0,0,census_1994
Private, White ,male,33.0,9.0,40.0,0,census_1994
Private,White, Female,38.0,15.0,50.0,0,census_1994
,white, Male,18.0,10.0,40.0,0,census_1994
State-gov,White,male,29.0,14.0,50.0,0,census_1994
 Self-emp-inc ,White,Female,39.0,10.0,20.0,0,census_1994
Private,Black,female,19.0,10.0,30.0,"2,036",census_1994
Private,White,FEMALE,24.0,9.0,35.0,0,census_1994
private,White,MALE,38.0,9.0,44.0,0,census_1994
Private,white, Female,55.0,14.0,40.0,"14,084",census_1994
Private,  WHITE  , Female,26.0,13.0,40.0,0,census_1994
Private,White,,28.0,6.0,40.0,0,census_1994
Private,  WHITE  ,FEMALE,23.0,13.0,15.0,0,census_1994
,White, Female,35.0,5.0,35.0,0,census_1994
Private,  WHITE  , Male,28.0,9.0,55.0,0,census_1994
  PRIVATE  ,Black,female,53.0,12.0,40.0,0,census_1994
Self-emp-inc,White,F,26.0,9.0,20.0,0,census_1994
Private,Asian-Pac-Islander,unknown,38.0,14.0,40.0,0,census_1994
Self-emp-inc,  BLACK  ,Male,42.0,13.0,60.0,0,census_1994
Private,White, Male,37.0,13.0,40.0,"7,298",census_1994
Private,White, Male,25.0,13.0,40.0,0,census_1994
 Private ,White,Male,38.0,9.0,42.0,0,census_1994
  PRIVATE  ,White,,43.0,5.0,84.0,0,census_1994
Private,White,MALE,50.0,9.0,48.0,0,census_1994
Private,White,male,17.0,10.0,16.0,0,census_1994
Local-gov,white,FEMALE,45.0,14.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,40.0,9.0,60.0,0,census_1994
Private,White, Female,27.0,10.0,40.0,0,census_1994
 Private ,White, Male,38.0,13.0,40.0,0,census_1994
,White,male,72.0,10.0,32.0,0,census_1994
  PRIVATE  ,White,M,29.0,13.0,40.0,0,census_1994
  PRIVATE  ,  BLACK  ,MALE,31.0,9.0,40.0,0,census_1994
Private,White,M,35.0,10.0,40.0,0,census_1994
Private,White,male,17.0,7.0,10.0,0,census_1994
Self-emp-not-inc,White,Male,198.0,9.0,50.0,0,census_1994
  PRIVATE  ,white,male,32.0,9.0,40.0,"3,103",census_1994
  LOCAL-GOV  ,  WHITE  ,MALE,33.0,10.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,female,33.0,10.0,30.0,0,census_1994
  PRIVATE  ,  WHITE  ,female,48.0,10.0,40.0,0,census_1994
,white,MALE,36.0,9.0,15.0,0,census_1994
Federal-gov,Amer-Indian-Eskimo, Male,58.0,9.0,40.0,0,census_1994
Private,White,female,54.0,9.0,40.0,0,census_1994
Private,  WHITE  ,male,46.0,12.0,40.0,"7,298",census_1994
State-gov,White,Female,40.0,14.0,40.0,"1,506",census_1994
private,  WHITE  ,female,36.0,4.0,40.0,0,census_1994
Private,white,Male,33.0,9.0,45.0,"7,298",census_1994
  LOCAL-GOV  ,White,FEMALE,31.0,13.0,40.0,0,census_1994
 Self-emp-inc ,White,FEMALE,42.0,13.0,35.0,0,census_1994
Self-emp-inc,White,male,45.0,15.0,35.0,0,census_1994
Private,  WHITE  ,FEMALE,35.0,10.0,40.0,0,census_1994
  SELF-EMP-INC  ,White,Male,53.0,9.0,72.0,0,census_1994
Private,white,male,51.0,9.0,50.0,0,census_1994
Private,White,FEMALE,20.0,9.0,40.0,0,census_1994
  PRIVATE  ,Black, Male,27.0,9.0,40.0,0,census_1994
  PRIVATE  , White , Female,27.0,13.0,40.0,0,census_1994
Private,white,male,43.0,9.0,40.0,0,census_1994
  PRIVATE  , White ,M,40.0,9.0,40.0,0,census_1994
Self-emp-inc,  WHITE  ,MALE,34.0,9.0,40.0,0,census_1994
Private,White,MALE,41.0,13.0,40.0,0,census_1994
,Black, Female,63.0,9.0,11.0,0,census_1994
Local-gov,White,FEMALE,34.0,14.0,50.0,0,census_1994
Private,  WHITE  ,M,40.0,14.0,52.0,"99,999",census_1994
Private,White, Male,43.0,9.0,40.0,0,census_1994
Private,amer-indian-eskimo,male,28.0,10.0,60.0,0,census_1994
Private,White,MALE,36.0,10.0,40.0,0,census_1994
Private,  WHITE  ,M,42.0,9.0,40.0,"8,614",census_1994
  PRIVATE  ,Black,M,30.0,5.0,40.0,0,census_1994
private,White, Male,31.0,10.0,40.0,0,census_1994
Private,White,Female,23.0,9.0,30.0,0,census_1994
 Private ,White,male,53.0,9.0,52.0,0,census_1994
private, Asian-Pac-Islander ,Male,35.0,10.0,40.0,0,census_1994
Private,White,?,19.0,9.0,40.0,0,census_1994
Private,Asian-Pac-Islander,FEMALE,29.0,7.0,14.0,"2,829",census_1994
  PRIVATE  ,White,Male,20.0,10.0,14.0,0,census_1994
 Private ,White,MALE,24.0,9.0,40.0,0,census_1994
Private,White,unknown,35.0,14.0,40.0,0,census_1994
Self-emp-not-inc,white,M,58.0,10.0,45.0,0,census_1994
Private,White,MALE,43.0,10.0,45.0,0,census_1994
Private,White,Male,18.0,9.0,22.0,0,census_1994
Private,White,F,49.0,12.0,40.0,0,census_1994
Private,  WHITE  ,MALE,31.0,10.0,50.0,0,census_1994
,white,Female,21.0,10.0,40.0,0,census_1994
,white,M,71.0,10.0,16.0,0,census_1994
Private,black, Female,40.0,9.0,40.0,0,census_1994
Private,White,female,35.0,8.0,50.0,0,census_1994
Local-gov,white,M,31.0,14.0,40.0,0,census_1994
 Private ,White,M,50.0,7.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,50.0,9.0,50.0,"15,024",census_1994
  PRIVATE  ,white,female,40.0,9.0,40.0,0,census_1994
private,  WHITE  , Male,45.0,13.0,45.0,0,census_1994
Self-emp-inc,White, Male,75.0,16.0,20.0,"25,124",census_1994
,white,F,18.0,9.0,15.0,0,census_1994
Private,  WHITE  , Male,35.0,9.0,40.0,0,census_1994
Private,White,male,23.0,13.0,50.0,0,census_1994
Local-gov,White,male,43.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White,FEMALE,58.0,10.0,40.0,0,census_1994
state-gov,white,Male,53.0,9.0,40.0,0,census_1994
Private,White, Male,24.0,13.0,40.0,0,census_1994
Private, White ,MALE,185.0,13.0,45.0,0,census_1994
Private,White,?,55.0,6.0,40.0,0,census_1994
 State-gov ,  WHITE  ,FEMALE,33.0,13.0,40.0,0,census_1994
Private,White,Female,22.0,10.0,40.0,0,census_1994
Private,White,Female,22.0,13.0,40.0,0,census_1994
Private, White ,,39.0,10.0,40.0,0,census_1994
private,  WHITE  ,?,54.0,3.0,40.0,0,census_1994
private,White,Male,33.0,9.0,40.0,0,census_1994
Local-gov,  WHITE  ,Male,42.0,13.0,35.0,"4,650",census_1994
,white, Female,26.0,9.0,40.0,0,census_1994
private,White,FEMALE,33.0,13.0,40.0,0,census_1994
private,White, Male,69.0,4.0,6.0,0,census_1994
 Self-emp-inc ,White,male,28.0,13.0,65.0,"15,024",census_1994
private,  WHITE  , Male,30.0,13.0,40.0,0,census_1994
Private,  WHITE  ,?,41.0,10.0,50.0,0,census_1994
,Black, Female,20.0,9.0,40.0,0,census_1994
Self-emp-not-inc,  WHITE  ,Male,50.0,13.0,45.0,0,census_1994
Private,White,MALE,25.0,13.0,40.0,0,census_1994
 Private ,White,MALE,47.0,10.0,40.0,0,census_1994
Private, White , Male,24.0,10.0,60.0,0,census_1994
 Private ,White, Female,63.0,9.0,30.0,"3,674",census_1994
private,  WHITE  ,Female,36.0,6.0,40.0,0,census_1994
Private, White ,FEMALE,41.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White,Male,58.0,9.0,35.0,0,census_1994
Private, Asian-Pac-Islander , Female,29.0,12.0,40.0,0,census_1994
  PRIVATE  ,black,Female,28.0,13.0,40.0,0,census_1994
private, White ,male,27.0,10.0,30.0,0,census_1994
private,white,Male,21.0,10.0,25.0,0,census_1994
Private,White,F,24.0,13.0,40.0,0,census_1994
State-gov, Black , Female,26.0,12.0,8.0,0,census_1994
Private,White,,31.0,15.0,50.0,0,census_1994
Self-emp-inc,White,M,38.0,9.0,50.0,0,census_1994
Private,white, Female,30.0,9.0,40.0,0,census_1994
Private,White,female,24.0,10.0,60.0,0,census_1994
private,White,M,28.0,9.0,40.0,0,census_1994
 Private ,White,,33.0,9.0,30.0,0,census_1994
Private,  WHITE  , Male,62.0,4.0,53.0,0,census_1994
Private,White, Female,51.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White, Male,88.0,7.0,40.0,"6,418",census_1994
 Private ,White,Male,35.0,9.0,60.0,0,census_1994
State-gov,Asian-Pac-Islander,Male,41.0,13.0,40.0,0,census_1994
Private,Amer-Indian-Eskimo,M,29.0,9.0,40.0,0,census_1994
Private,White,Male,35.0,11.0,40.0,0,census_1994
Private,White,male,50.0,14.0,50.0,0,census_1994
  PRIVATE  ,  WHITE  ,Male,54.0,9.0,40.0,0,census_1994
private, White ,male,34.0,12.0,60.0,0,census_1994
private,White, Male,22.0,10.0,20.0,0,census_1994
Private,White,?,19.0,10.0,40.0,0,census_1994
Private,White, Male,37.0,9.0,40.0,"1,506",census_1994
 Private ,White,female,25.0,9.0,6.0,0,census_1994
  PRIVATE  ,White,male,28.0,9.0,40.0,0,census_1994
Federal-gov,White,Male,55.0,11.0,40.0,0,census_1994
Private,Black,unknown,36.0,10.0,10.0,0,census_1994
Federal-gov,White, Male,41.0,14.0,60.0,0,census_1994
Private,white,MALE,23.0,9.0,40.0,0,census_1994
private,white,MALE,26.0,9.0,40.0,0,census_1994
Private,White,MALE,38.0,9.0,40.0,0,census_1994
Private,White,F,22.0,12.0,27.0,0,census_1994
  PRIVATE  ,  WHITE  ,unknown,17.0,7.0,20.0,0,census_1994
Local-gov,  WHITE  ,MALE,40.0,10.0,40.0,"7,298",census_1994
Local-gov,White,Female,34.0,12.0,10.0,0,census_1994
  STATE-GOV  ,White,FEMALE,54.0,14.0,37.0,0,census_1994
Private,White,MALE,40.0,12.0,45.0,0,census_1994
Private,White, Female,26.0,9.0,40.0,"2,354",census_1994
Federal-gov,White,Female,59.0,14.0,40.0,0,census_1994
Private,white,male,41.0,10.0,59.0,0,census_1994
Private,White,FEMALE,24.0,13.0,25.0,0,census_1994
Private,White,Male,30.0,9.0,40.0,0,census_1994
Self-emp-not-inc,white,male,22.0,10.0,48.0,0,census_1994
Private,Asian-Pac-Islander, Male,54.0,14.0,40.0,"7,298",census_1994
Private,White,female,22.0,10.0,40.0,0,census_1994
private,  WHITE  , Female,34.0,14.0,40.0,0,census_1994
self-emp-not-inc,White,male,23.0,2.0,40.0,0,census_1994
Self-emp-inc,white, Male,40.0,10.0,40.0,0,census_1994
Private,White,FEMALE,46.0,14.0,22.0,0,census_1994
 Self-emp-not-inc ,White,M,61.0,15.0,35.0,0,census_1994
 Private ,Asian-Pac-Islander,M,37.0,9.0,40.0,0,census_1994
  PRIVATE  ,Black, Female,20.0,10.0,20.0,594,census_1994
,  WHITE  ,MALE,25.0,12.0,13.0,0,census_1994
  PRIVATE  ,White,F,47.0,9.0,65.0,0,census_1994
Private,White,Female,29.0,12.0,38.0,0,census_1994
Private,White,M,40.0,9.0,40.0,"4,064",census_1994
 Self-emp-inc ,White,male,47.0,10.0,45.0,0,census_1994
Local-gov,White,male,31.0,13.0,40.0,0,census_1994
,White,unknown,21.0,10.0,40.0,0,census_1994
Private,White,?,29.0,6.0,45.0,0,census_1994
Private,  BLACK  ,male,60.0,6.0,40.0,0,census_1994
Private, White ,M,35.0,2.0,40.0,0,census_1994
private,white,M,50.0,9.0,15.0,0,census_1994
,White,Female,19.0,10.0,40.0,0,census_1994
,black,female,26.0,9.0,40.0,0,census_1994
private,White,male,30.0,6.0,40.0,0,census_1994
Private,White,male,29.0,13.0,50.0,0,census_1994
  LOCAL-GOV  ,White,MALE,27.0,9.0,45.0,0,census_1994
Private,white,Male,23.0,6.0,40.0,0,census_1994
Private,White,Male,21.0,10.0,40.0,0,census_1994
Self-emp-not-inc,White,F,65.0,9.0,40.0,0,census_1994
Private,  WHITE  ,Male,46.0,12.0,40.0,0,census_1994
 Private ,white,male,62.0,10.0,40.0,0,census_1994
 Private ,White,Female,28.0,9.0,40.0,0,census_1994
 Private ,Black, Female,35.0,11.0,40.0,0,census_1994
self-emp-inc,White,Male,47.0,10.0,40.0,"4,386",census_1994
 Private ,White,male,41.0,9.0,60.0,0,census_1994
Private,White, Male,60.0,13.0,45.0,"15,024",census_1994
Private,White,FEMALE,36.0,9.0,40.0,0,census_1994
private,white,unknown,28.0,13.0,55.0,0,census_1994
Private,White,FEMALE,40.0,10.0,20.0,0,census_1994
self-emp-not-inc,  WHITE  , Male,19.0,9.0,40.0,0,census_1994
Private, White ,male,28.0,9.0,42.0,0,census_1994
Private, White , Male,69.0,9.0,8.0,0,census_1994
Private,White,Female,26.0,9.0,40.0,0,census_1994
Self-emp-not-inc,  WHITE  ,Male,44.0,10.0,50.0,0,census_1994
Private,  WHITE  ,MALE,66.0,13.0,40.0,"20,051",census_1994
Self-emp-not-inc,White,male,59.0,9.0,20.0,0,census_1994
private,White,M,40.0,9.0,40.0,0,census_1994
Private,White,male,52.0,9.0,40.0,0,census_1994
Private, White ,male,36.0,9.0,52.0,0,census_1994
Private,White, Male,32.0,10.0,60.0,"15,024",census_1994
Private,White,F,23.0,13.0,40.0,0,census_1994
Private,  WHITE  ,MALE,47.0,13.0,40.0,0,census_1994
Local-gov,white, Female,21.0,10.0,40.0,0,census_1994
Private,White,M,37.0,12.0,65.0,0,census_1994
 Private ,White,male,50.0,9.0,40.0,0,census_1994
private,White,female,20.0,9.0,35.0,0,census_1994
private,White,Male,27.0,9.0,40.0,0,census_1994
Private,White,male,49.0,9.0,45.0,0,census_1994
Private,White,MALE,45.0,13.0,40.0,0,census_1994
Private, White , Male,31.0,10.0,45.0,0,census_1994
Private,  WHITE  ,MALE,18.0,9.0,35.0,0,census_1994
Self-emp-inc, White ,male,27.0,9.0,50.0,0,census_1994
Self-emp-not-inc,White, Male,53.0,9.0,35.0,0,census_1994
private,White,MALE,47.0,10.0,40.0,0,census_1994
Private,White,male,22.0,10.0,50.0,0,census_1994
private,White,male,44.0,16.0,55.0,0,census_1994
private,white,MALE,39.0,5.0,50.0,0,census_1994
  PRIVATE  ,  BLACK  ,MALE,37.0,10.0,35.0,0,census_1994
Private,White, Female,31.0,13.0,40.0,0,census_1994
Private, White ,MALE,46.0,9.0,48.0,0,census_1994
Private,White,female,31.0,9.0,40.0,0,census_1994
Private,Black,Male,33.0,10.0,40.0,0,census_1994
Private, White , Male,25.0,9.0,36.0,0,census_1994
Private,White,?,23.0,10.0,20.0,0,census_1994
  PRIVATE  ,White,female,26.0,13.0,20.0,0,census_1994
private,Black,Female,27.0,9.0,60.0,0,census_1994
  PRIVATE  ,black,M,44.0,9.0,40.0,0,census_1994
,  BLACK  , Female,18.0,7.0,50.0,0,census_1994
Private,White,female,34.0,13.0,45.0,0,census_1994
federal-gov,white, Male,67.0,9.0,40.0,0,census_1994
local-gov,White,female,39.0,14.0,50.0,0,census_1994
Private,White,M,26.0,11.0,40.0,0,census_1994
Private,black,?,27.0,13.0,40.0,0,census_1994
Federal-gov, Asian-Pac-Islander , Female,45.0,10.0,40.0,914,census_1994
Private,White,F,47.0,14.0,40.0,"7,688",census_1994
Private,White,MALE,45.0,13.0,40.0,0,census_1994
,  WHITE  ,F,40.0,10.0,20.0,0,census_1994
,White,MALE,66.0,13.0,6.0,0,census_1994
Private,  WHITE  ,FEMALE,45.0,7.0,40.0,0,census_1994
State-gov,White, Male,37.0,10.0,40.0,0,census_1994
Private,White, Male,31.0,7.0,40.0,0,census_1994
Private,White,Male,21.0,10.0,10.0,0,census_1994
Self-emp-inc,White,Male,42.0,9.0,50.0,"1,151",census_1994
private,white,MALE,45.0,6.0,40.0,"2,829",census_1994
  PRIVATE  ,White,Male,57.0,9.0,30.0,0,census_1994
Private,White,Male,34.0,9.0,65.0,0,census_1994
,White,Male,74.0,9.0,30.0,0,census_1994
  PRIVATE  , White ,?,40.0,9.0,40.0,"5,178",census_1994
 Private ,Other,Female,32.0,10.0,70.0,0,census_1994
Private, White , Female,39.0,14.0,45.0,0,census_1994
local-gov,white,male,40.0,13.0,48.0,0,census_1994
  PRIVATE  ,White, Male,37.0,9.0,40.0,0,census_1994
private,White,male,19.0,9.0,40.0,0,census_1994
Self-emp-not-inc, White ,unknown,68.0,10.0,30.0,0,census_1994
Private,White,Male,31.0,9.0,40.0,0,census_1994
  LOCAL-GOV  ,White,FEMALE,18.0,14.0,60.0,0,census_1994
 Private ,White,MALE,28.0,13.0,40.0,"7,688",census_1994
Private,  WHITE  , Female,47.0,9.0,45.0,0,census_1994
Private,White,FEMALE,30.0,9.0,40.0,0,census_1994
Private, White ,F,49.0,10.0,40.0,"3,674",census_1994
Private,White, Female,24.0,13.0,40.0,0,census_1994
Local-gov,White,FEMALE,39.0,13.0,50.0,0,census_1994
Private,White, Male,27.0,9.0,40.0,0,census_1994
 Private ,White,Male,19.0,9.0,45.0,0,census_1994
private,asian-pac-islander,Male,34.0,14.0,43.0,0,census_1994
Private,white,MALE,29.0,13.0,50.0,0,census_1994
Private,  WHITE  ,female,37.0,13.0,45.0,0,census_1994
,white, Female,25.0,9.0,25.0,0,census_1994
Private, White ,female,23.0,11.0,36.0,0,census_1994
private,white,,60.0,9.0,50.0,0,census_1994
 Private ,White,male,20.0,7.0,40.0,0,census_1994
Local-gov, White ,female,32.0,13.0,35.0,0,census_1994
Private,  WHITE  ,MALE,36.0,10.0,40.0,0,census_1994
private,white,male,40.0,9.0,40.0,0,census_1994
Private,White,FEMALE,31.0,6.0,40.0,0,census_1994
Self-emp-inc,asian-pac-islander,male,67.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White, Female,32.0,9.0,40.0,0,census_1994
Private,black,Female,31.0,13.0,40.0,0,census_1994
Self-emp-inc,White,Female,18.0,9.0,8.0,0,census_1994
  PRIVATE  ,Black,female,36.0,11.0,38.0,0,census_1994
Private,White,Female,34.0,13.0,40.0,0,census_1994
,  WHITE  ,Female,78.0,9.0,1.0,0,census_1994
private,  WHITE  ,Female,20.0,5.0,11.0,0,census_1994
Private,White, Male,51.0,13.0,40.0,"15,024",census_1994
Federal-gov,White,Male,30.0,9.0,40.0,0,census_1994
State-gov,  WHITE  , Female,32.0,3.0,10.0,0,census_1994
federal-gov, White ,M,50.0,10.0,40.0,0,census_1994
Federal-gov,White,M,37.0,10.0,40.0,0,census_1994
Private,White,M,47.0,9.0,40.0,0,census_1994
Private,White,MALE,32.0,9.0,50.0,0,census_1994
,Black,MALE,35.0,13.0,40.0,0,census_1994
 Private ,white,male,46.0,9.0,40.0,0,census_1994
local-gov,White,,63.0,9.0,55.0,0,census_1994
Self-emp-inc,White,male,31.0,12.0,45.0,0,census_1994
private,white,M,39.0,7.0,60.0,0,census_1994
,White,Male,62.0,9.0,8.0,0,census_1994
Private,Black, Male,33.0,10.0,40.0,0,census_1994
,White,male,62.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,Male,48.0,9.0,44.0,0,census_1994
Self-emp-not-inc,White,Male,55.0,9.0,55.0,"27,828",census_1994
private,white,FEMALE,23.0,10.0,40.0,0,census_1994
Private,  BLACK  , Female,22.0,10.0,30.0,0,census_1994
Private,Black,FEMALE,27.0,7.0,32.0,0,census_1994
Self-emp-not-inc,White,unknown,39.0,13.0,60.0,0,census_1994
State-gov,white,?,26.0,13.0,10.0,0,census_1994
,White,Male,19.0,10.0,10.0,0,census_1994
Private,White,M,49.0,10.0,45.0,0,census_1994
 Self-emp-not-inc ,White,Male,41.0,9.0,50.0,0,census_1994
private,Asian-Pac-Islander,MALE,37.0,16.0,40.0,"7,298",census_1994
private,White, Male,48.0,10.0,40.0,0,census_1994
 Self-emp-not-inc ,  AMER-INDIAN-ESKIMO  ,male,39.0,10.0,50.0,0,census_1994
 State-gov ,  WHITE  ,MALE,27.0,10.0,40.0,0,census_1994
Private,white, Female,23.0,13.0,38.0,0,census_1994
,White,MALE,20.0,10.0,6.0,0,census_1994
  PRIVATE  ,White,Female,29.0,9.0,40.0,0,census_1994
private,  WHITE  ,male,41.0,9.0,60.0,0,census_1994
Private,White,F,25.0,14.0,40.0,0,census_1994
private,White,M,30.0,9.0,70.0,0,census_1994
Private,white,M,42.0,14.0,50.0,0,census_1994
Private,White,MALE,40.0,9.0,40.0,0,census_1994
 Private ,  WHITE  ,Male,47.0,13.0,40.0,0,census_1994
Private,white, Male,25.0,7.0,45.0,0,census_1994
Local-gov,Black,Male,22.0,9.0,40.0,0,census_1994
private,White,MALE,60.0,9.0,40.0,0,census_1994
Private,Black,F,29.0,6.0,32.0,0,census_1994
Private,  WHITE  ,M,27.0,12.0,40.0,0,census_1994
Private,White,female,36.0,5.0,40.0,0,census_1994
Local-gov,White,Female,49.0,13.0,50.0,0,census_1994
  PRIVATE  ,  WHITE  ,male,24.0,12.0,40.0,"2,354",census_1994
  SELF-EMP-NOT-INC  , White ,Male,73.0,9.0,24.0,0,census_1994
Private,White,?,33.0,10.0,28.0,0,census_1994
State-gov,black,female,41.0,10.0,38.0,0,census_1994
Private, White ,male,39.0,13.0,55.0,0,census_1994
 State-gov ,White,MALE,42.0,10.0,40.0,0,census_1994
  SELF-EMP-INC  ,White, Male,42.0,16.0,60.0,0,census_1994
 Private ,White,female,24.0,10.0,52.0,"3,325",census_1994
private,White,male,31.0,9.0,40.0,0,census_1994
Private, White ,?,30.0,10.0,40.0,0,census_1994
Private,white,Male,37.0,10.0,60.0,0,census_1994
 Private ,  WHITE  ,Male,21.0,9.0,35.0,0,census_1994
Private,White,MALE,43.0,9.0,60.0,0,census_1994
Self-emp-inc, White ,MALE,45.0,13.0,50.0,0,census_1994
State-gov,White, Female,35.0,12.0,40.0,0,census_1994
Private,  WHITE  ,Male,33.0,9.0,84.0,0,census_1994
Private,White,female,48.0,6.0,40.0,0,census_1994
Private,White,Female,40.0,7.0,40.0,0,census_1994
 Private ,white, Female,55.0,9.0,29.0,0,census_1994
Private,White, Male,35.0,13.0,50.0,0,census_1994
Private,white, Male,26.0,9.0,60.0,0,census_1994
Private,White,M,46.0,16.0,60.0,"15,024",census_1994
Federal-gov,White, Female,34.0,9.0,40.0,0,census_1994
Private, Asian-Pac-Islander ,M,43.0,14.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,White, Male,44.0,10.0,55.0,0,census_1994
Private,White,Male,80.0,15.0,35.0,0,census_1994
Private,  WHITE  ,MALE,20.0,9.0,40.0,0,census_1994
,White,M,71.0,4.0,24.0,0,census_1994
Private, Black , Female,25.0,7.0,32.0,0,census_1994
,  WHITE  ,unknown,80.0,12.0,4.0,0,census_1994
Local-gov,White,FEMALE,33.0,14.0,50.0,0,census_1994
Private,white,MALE,37.0,14.0,45.0,0,census_1994
Private, White ,M,30.0,13.0,40.0,0,census_1994
State-gov,White,female,20.0,10.0,40.0,0,census_1994
private,white,Male,51.0,9.0,40.0,0,census_1994
  PRIVATE  ,White, Female,70.0,9.0,5.0,0,census_1994
private,  WHITE  ,,53.0,14.0,40.0,0,census_1994
Self-emp-not-inc,White,M,24.0,13.0,50.0,0,census_1994
private,white,FEMALE,37.0,9.0,40.0,0,census_1994
Private,  WHITE  ,female,29.0,10.0,24.0,0,census_1994
private,White,Male,34.0,9.0,72.0,0,census_1994
  PRIVATE  ,White,FEMALE,29.0,11.0,40.0,0,census_1994
Private,White,MALE,35.0,13.0,40.0,0,census_1994
State-gov,White,FEMALE,19.0,9.0,30.0,0,census_1994
  LOCAL-GOV  ,Black,Male,51.0,10.0,40.0,0,census_1994
 Private ,White,MALE,30.0,14.0,15.0,0,census_1994
,asian-pac-islander,Female,22.0,10.0,4.0,0,census_1994
Self-emp-not-inc, White ,M,36.0,9.0,50.0,0,census_1994
  LOCAL-GOV  ,Black, Male,33.0,13.0,40.0,0,census_1994
Private,White,FEMALE,41.0,14.0,40.0,0,census_1994
Self-emp-inc,White, Male,31.0,9.0,30.0,0,census_1994
Private,White,male,64.0,9.0,20.0,0,census_1994
Private,Black,,18.0,7.0,24.0,0,census_1994
State-gov,White,FEMALE,58.0,13.0,40.0,0,census_1994
 Private , White ,Male,35.0,7.0,40.0,0,census_1994
Federal-gov,White,Male,57.0,14.0,40.0,"15,024",census_1994
private,white,Male,48.0,12.0,38.0,0,census_1994
private,  WHITE  ,male,18.0,9.0,30.0,0,census_1994
Federal-gov,Black,Female,24.0,9.0,40.0,0,census_1994
Private,  WHITE  ,MALE,32.0,9.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,unknown,19.0,10.0,25.0,0,census_1994
private,White,male,23.0,11.0,40.0,0,census_1994
local-gov,White, Male,61.0,7.0,40.0,0,census_1994
 Local-gov ,White,M,45.0,11.0,60.0,0,census_1994
,white,FEMALE,64.0,9.0,20.0,0,census_1994
Self-emp-not-inc,White,Male,37.0,9.0,45.0,0,census_1994
 Federal-gov ,White,?,32.0,9.0,55.0,0,census_1994
Private,white, Female,34.0,13.0,50.0,0,census_1994
 Private ,White,MALE,61.0,9.0,20.0,0,census_1994
Self-emp-inc,  WHITE  ,MALE,59.0,16.0,55.0,0,census_1994
Private,  WHITE  ,male,43.0,10.0,55.0,0,census_1994
Private, White ,male,43.0,10.0,45.0,0,census_1994
 Private ,White,MALE,61.0,13.0,40.0,0,census_1994
Private,White,Male,37.0,9.0,55.0,0,census_1994
