workclass,race,sex,age,education_num,hours_per_week,capital_gain
Private,White,Male,41.0,13.0,40.0,0.0
Private,White,Male,41.0,13.0,40.0,0.0
Private,White,Female,40.0,10.0,,0.0
Private,Black,Male,37.0,10.0,40.0,0.0
Private,White,Female,40.0,10.0,32.0,0.0
Private,White,Female,30.0,9.0,35.0,0.0
Private,Asian-Pac-Islander,Male,34.0,9.0,35.0,14084.0
Private,White,Female,51.0,9.0,43.0,0.0
Private,White,Male,54.0,3.0,40.0,0.0
Self-emp-not-inc,Black,Female,52.0,9.0,43.0,0.0
Private,Black,Female,43.0,13.0,50.0,0.0
Private,White,Female,22.0,9.0,55.0,0.0
Private,White,Female,67.0,5.0,32.0,0.0
Private,White,Female,36.0,13.0,40.0,0.0
Private,Black,Male,29.0,12.0,60.0,0.0
Self-emp-inc,White,Male,38.0,10.0,50.0,0.0
Private,White,Male,62.0,13.0,40.0,0.0
Private,White,Male,33.0,14.0,40.0,0.0
Self-emp-not-inc,White,Female,40.0,13.0,40.0,2174.0
Private,White,Male,19.0,9.0,40.0,0.0
Private,White,Female,41.0,9.0,40.0,0.0
Private,White,Male,23.0,10.0,60.0,0.0
Self-emp-not-inc,White,Male,64.0,4.0,25.0,0.0
Federal-gov,Black,Female,42.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,72.0,4.0,45.0,2290.0
Private,White,Male,31.0,9.0,35.0,0.0
Self-emp-not-inc,White,Female,47.0,13.0,40.0,0.0
Private,Asian-Pac-Islander,Male,42.0,10.0,40.0,0.0
Private,White,Male,34.0,12.0,50.0,0.0
Self-emp-not-inc,White,Female,40.0,14.0,20.0,0.0
Private,White,Male,27.0,9.0,45.0,0.0
Private,White,Male,41.0,10.0,42.0,7298.0
Federal-gov,White,Male,29.0,10.0,40.0,0.0
Private,Black,Male,66.0,4.0,20.0,1797.0
Self-emp-not-inc,White,Male,31.0,13.0,40.0,0.0
Private,White,Male,19.0,9.0,58.0,0.0
Private,Black,Male,25.0,10.0,42.0,0.0
Private,White,Male,61.0,3.0,40.0,0.0
Private,Black,Male,55.0,9.0,40.0,3411.0
Private,White,Male,20.0,9.0,60.0,0.0
Private,White,Female,66.0,10.0,20.0,0.0
Local-gov,White,Male,61.0,16.0,40.0,4064.0
Private,Black,Female,28.0,13.0,40.0,0.0
Private,White,Male,53.0,13.0,42.0,0.0
Private,White,Male,35.0,14.0,40.0,0.0
Private,White,Male,57.0,13.0,50.0,3103.0
Private,White,Male,30.0,14.0,,0.0
Private,White,Female,41.0,7.0,25.0,0.0
Self-emp-not-inc,White,Male,38.0,7.0,55.0,0.0
Private,White,Female,51.0,9.0,40.0,0.0
Private,White,Male,33.0,13.0,40.0,0.0
Private,White,Male,34.0,10.0,40.0,0.0
Self-emp-not-inc,White,Male,42.0,9.0,55.0,0.0
Private,White,Male,36.0,9.0,50.0,0.0
Private,White,Male,48.0,10.0,45.0,0.0
Private,White,Male,51.0,5.0,40.0,0.0
Self-emp-not-inc,White,Male,42.0,10.0,55.0,0.0
Self-emp-not-inc,Asian-Pac-Islander,Male,39.0,13.0,50.0,0.0
Self-emp-inc,Black,Male,39.0,14.0,70.0,0.0
Private,White,Male,26.0,10.0,40.0,0.0
Private,Black,Female,37.0,9.0,20.0,0.0
Private,White,Female,23.0,10.0,25.0,0.0
Private,White,Male,33.0,9.0,40.0,0.0
Private,White,Male,60.0,10.0,60.0,0.0
Private,White,Male,34.0,12.0,50.0,0.0
Private,White,Male,39.0,13.0,40.0,0.0
State-gov,White,Male,47.0,14.0,45.0,0.0
Local-gov,White,Male,38.0,10.0,40.0,0.0
Private,White,Female,35.0,13.0,35.0,15024.0
Self-emp-not-inc,White,Female,34.0,15.0,60.0,0.0
Private,White,Male,24.0,13.0,40.0,0.0
Private,White,Male,24.0,13.0,40.0,0.0
Private,White,Female,39.0,10.0,56.0,0.0
Self-emp-inc,Asian-Pac-Islander,Female,31.0,10.0,70.0,0.0
Local-gov,White,Female,22.0,11.0,10.0,0.0
Self-emp-not-inc,White,Male,63.0,9.0,45.0,0.0
Self-emp-inc,White,Male,38.0,13.0,40.0,0.0
Federal-gov,Asian-Pac-Islander,Male,44.0,13.0,40.0,0.0
Local-gov,White,Female,52.0,14.0,50.0,0.0
Local-gov,White,Male,45.0,5.0,40.0,0.0
Private,White,Male,22.0,13.0,30.0,0.0
Private,White,Male,35.0,9.0,50.0,0.0
Private,White,Male,23.0,10.0,40.0,0.0
Private,White,Male,42.0,10.0,30.0,0.0
Self-emp-not-inc,White,Male,53.0,4.0,50.0,4386.0
Private,White,Female,23.0,9.0,30.0,0.0
Private,White,Female,21.0,10.0,28.0,0.0
Private,White,Female,24.0,13.0,40.0,0.0
Self-emp-not-inc,White,Male,50.0,9.0,50.0,0.0
Private,White,Male,21.0,9.0,40.0,0.0
Private,White,Male,42.0,13.0,40.0,0.0
Private,White,Male,35.0,9.0,40.0,0.0
Private,White,Male,43.0,10.0,40.0,0.0
Private,White,Male,43.0,11.0,40.0,0.0
Private,White,Male,22.0,9.0,40.0,0.0
Private,White,Female,58.0,9.0,38.0,0.0
Private,White,Female,63.0,9.0,25.0,0.0
Private,White,Male,39.0,13.0,40.0,15024.0
Private,White,Male,32.0,13.0,40.0,0.0
Private,White,Male,32.0,12.0,42.0,0.0
Self-emp-not-inc,Asian-Pac-Islander,Male,44.0,9.0,42.0,0.0
Private,Asian-Pac-Islander,Male,33.0,16.0,40.0,0.0
Private,White,Female,53.0,10.0,40.0,1471.0
Self-emp-inc,White,Male,43.0,15.0,55.0,0.0
Local-gov,White,Female,40.0,14.0,44.0,0.0
Self-emp-not-inc,White,Male,80.0,4.0,35.0,0.0
State-gov,White,Female,63.0,9.0,27.0,0.0
Private,Black,Female,24.0,13.0,75.0,0.0
Private,White,Male,23.0,11.0,40.0,0.0
Private,White,Male,73.0,4.0,25.0,0.0
Private,White,Male,37.0,15.0,50.0,0.0
Private,White,Male,40.0,13.0,44.0,0.0
Local-gov,Black,Female,66.0,13.0,25.0,0.0
Private,White,Female,39.0,9.0,25.0,0.0
Self-emp-not-inc,White,Male,56.0,13.0,20.0,0.0
Private,White,Male,24.0,9.0,40.0,0.0
Private,White,Male,31.0,13.0,60.0,3325.0
Local-gov,White,Male,60.0,14.0,50.0,0.0
Self-emp-inc,White,Male,34.0,13.0,54.0,0.0
Private,White,Female,69.0,10.0,,2050.0
Self-emp-inc,White,Male,51.0,14.0,50.0,0.0
Private,White,Male,39.0,9.0,45.0,0.0
Private,White,Male,48.0,14.0,40.0,0.0
Private,White,Male,31.0,10.0,40.0,0.0
Private,White,Male,39.0,9.0,40.0,5013.0
Private,Black,Female,21.0,9.0,40.0,0.0
Local-gov,White,Female,48.0,14.0,52.0,0.0
Private,White,Female,18.0,7.0,18.0,0.0
Private,White,Male,31.0,4.0,35.0,0.0
Local-gov,White,Male,38.0,13.0,38.0,0.0
Private,Black,Female,23.0,13.0,38.0,0.0
Self-emp-not-inc,White,Male,25.0,10.0,50.0,3103.0
Self-emp-inc,White,Male,70.0,10.0,40.0,0.0
Private,White,Female,57.0,9.0,40.0,0.0
Private,White,Male,46.0,13.0,55.0,0.0
Private,White,Male,60.0,9.0,40.0,0.0
Private,White,Male,22.0,10.0,25.0,0.0
Private,White,Male,48.0,9.0,40.0,0.0
Federal-gov,White,Male,41.0,13.0,40.0,0.0
Private,White,Female,33.0,10.0,40.0,0.0
Private,White,Male,25.0,14.0,40.0,0.0
Private,White,Male,35.0,9.0,20.0,0.0
Local-gov,White,Male,56.0,13.0,40.0,0.0
Private,Asian-Pac-Islander,Female,24.0,11.0,40.0,0.0
Private,White,Male,33.0,11.0,40.0,0.0
Private,White,Female,51.0,10.0,45.0,0.0
Private,White,Male,47.0,10.0,45.0,0.0
Private,White,Female,34.0,9.0,37.0,0.0
Private,White,Male,29.0,9.0,40.0,0.0
Private,Amer-Indian-Eskimo,Male,42.0,9.0,40.0,0.0
State-gov,Asian-Pac-Islander,Male,27.0,10.0,50.0,0.0
Private,White,Male,50.0,9.0,40.0,0.0
Private,White,Male,50.0,9.0,40.0,0.0
Private,White,Female,34.0,13.0,40.0,0.0
Private,White,Female,29.0,10.0,40.0,0.0
Private,White,Male,26.0,10.0,40.0,0.0
Private,White,Male,48.0,10.0,65.0,0.0
State-gov,White,Female,42.0,14.0,20.0,0.0
Federal-gov,Black,Female,33.0,10.0,40.0,0.0
Private,White,Male,61.0,5.0,40.0,0.0
Private,White,Female,17.0,7.0,36.0,0.0
Private,White,Male,43.0,13.0,50.0,0.0
State-gov,White,Male,44.0,14.0,50.0,7688.0
Private,Black,Female,61.0,9.0,40.0,0.0
Self-emp-inc,White,Male,65.0,7.0,35.0,6418.0
Private,White,Male,42.0,10.0,40.0,0.0
Private,White,Male,55.0,9.0,40.0,0.0
Private,White,Female,47.0,8.0,40.0,0.0
Private,White,Male,66.0,7.0,40.0,10605.0
Local-gov,White,Male,30.0,13.0,40.0,0.0
Private,White,Male,45.0,12.0,40.0,0.0
Private,White,Female,45.0,9.0,14.0,0.0
Private,White,Female,21.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,46.0,10.0,58.0,0.0
Private,White,Male,30.0,10.0,40.0,0.0
Private,White,Male,21.0,9.0,35.0,0.0
Private,White,Female,23.0,13.0,30.0,0.0
Self-emp-not-inc,White,Male,53.0,9.0,70.0,0.0
Self-emp-not-inc,Black,Male,47.0,10.0,40.0,0.0
Private,White,Male,24.0,9.0,40.0,0.0
Private,White,Male,47.0,9.0,55.0,7688.0
Private,White,Female,64.0,13.0,40.0,0.0
Private,White,Male,36.0,8.0,42.0,0.0
Private,White,Female,32.0,10.0,40.0,0.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,White,Male,38.0,13.0,40.0,0.0
Private,White,Female,46.0,2.0,40.0,0.0
Private,White,Male,29.0,13.0,40.0,0.0
Local-gov,White,Male,26.0,9.0,40.0,0.0
Private,White,Female,34.0,10.0,40.0,0.0
Private,White,Male,51.0,9.0,35.0,0.0
Local-gov,White,Female,38.0,9.0,50.0,3103.0
Private,White,Male,26.0,9.0,53.0,0.0
Private,Black,Female,32.0,6.0,50.0,0.0
Private,White,Female,20.0,9.0,40.0,0.0
Private,White,Female,41.0,9.0,40.0,1831.0
Private,Black,Female,42.0,9.0,50.0,5455.0
Private,White,Male,42.0,9.0,40.0,0.0
Local-gov,White,Male,32.0,9.0,40.0,0.0
Private,White,Male,33.0,9.0,60.0,0.0
Private,White,Female,27.0,7.0,40.0,0.0
Private,Black,Male,36.0,13.0,36.0,7298.0
Private,White,Male,32.0,13.0,45.0,0.0
State-gov,White,Female,39.0,13.0,40.0,0.0
Self-emp-not-inc,White,Male,31.0,13.0,60.0,0.0
Private,White,Male,47.0,13.0,40.0,0.0
Private,White,Male,35.0,6.0,45.0,0.0
State-gov,White,Male,59.0,13.0,40.0,3103.0
State-gov,White,Male,31.0,10.0,40.0,0.0
Private,White,Male,44.0,14.0,50.0,3908.0
Private,White,Male,35.0,9.0,40.0,0.0
Self-emp-inc,White,Male,31.0,9.0,45.0,0.0
Private,White,Male,66.0,9.0,24.0,0.0
Private,White,Male,62.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,33.0,9.0,35.0,0.0
Private,Black,Male,42.0,9.0,40.0,0.0
Local-gov,White,Male,52.0,14.0,40.0,0.0
Private,White,Male,45.0,13.0,55.0,0.0
Private,Asian-Pac-Islander,Male,31.0,13.0,47.0,0.0
Local-gov,White,Female,31.0,9.0,40.0,0.0
Private,White,Male,46.0,13.0,55.0,0.0
Private,White,Male,35.0,10.0,55.0,0.0
Private,White,Male,38.0,13.0,40.0,0.0
Private,White,Male,19.0,9.0,40.0,0.0
Private,White,Male,36.0,4.0,40.0,0.0
Private,White,Male,34.0,15.0,55.0,0.0
Private,White,Female,26.0,11.0,40.0,0.0
Private,White,Male,28.0,12.0,40.0,0.0
Private,White,Female,24.0,13.0,20.0,0.0
Private,White,Male,57.0,13.0,55.0,0.0
Private,White,Male,46.0,10.0,50.0,0.0
Private,Black,Female,28.0,9.0,40.0,0.0
Local-gov,White,Male,29.0,9.0,48.0,0.0
Private,White,Female,38.0,10.0,40.0,0.0
Private,Black,Female,48.0,9.0,40.0,0.0
Private,White,Male,23.0,10.0,25.0,0.0
Private,White,Female,40.0,14.0,50.0,15024.0
Private,White,Male,40.0,14.0,55.0,0.0
Private,White,Female,32.0,10.0,55.0,0.0
Private,White,Male,39.0,10.0,40.0,0.0
Private,White,Male,35.0,10.0,40.0,0.0
Private,Black,Male,54.0,6.0,45.0,0.0
Self-emp-inc,White,Female,66.0,9.0,40.0,0.0
Private,White,Male,20.0,8.0,40.0,0.0
Private,White,Female,29.0,9.0,30.0,0.0
Local-gov,White,Female,31.0,13.0,40.0,0.0
Private,Black,Male,45.0,9.0,40.0,7298.0
Private,White,Male,18.0,9.0,40.0,0.0
Private,White,Female,54.0,9.0,40.0,0.0
Private,White,Male,32.0,9.0,40.0,0.0
Private,White,Male,28.0,7.0,40.0,7688.0
Private,White,Male,38.0,13.0,45.0,0.0
Private,White,Male,50.0,9.0,35.0,0.0
Private,White,Male,36.0,9.0,50.0,0.0
Private,White,Male,23.0,9.0,40.0,0.0
Private,White,Male,35.0,9.0,40.0,0.0
Private,White,Male,39.0,11.0,40.0,0.0
Private,White,Female,39.0,13.0,40.0,0.0
Private,White,Male,22.0,9.0,35.0,0.0
Private,White,Female,19.0,9.0,35.0,0.0
Private,Black,Male,37.0,10.0,35.0,0.0
Private,Black,Female,24.0,9.0,40.0,0.0
Private,White,Male,31.0,4.0,40.0,0.0
Local-gov,White,Male,44.0,14.0,35.0,0.0
Private,White,Male,55.0,9.0,40.0,7688.0
Local-gov,White,Male,31.0,12.0,40.0,0.0
Local-gov,White,Female,62.0,9.0,40.0,0.0
Private,White,Male,53.0,9.0,52.0,0.0
Local-gov,White,Male,30.0,13.0,72.0,0.0
Private,Black,Male,23.0,13.0,10.0,0.0
Private,White,Male,42.0,9.0,55.0,0.0
Private,White,Female,30.0,10.0,45.0,0.0
Private,White,Male,51.0,9.0,40.0,0.0
Private,White,Male,20.0,4.0,40.0,0.0
Private,Asian-Pac-Islander,Male,27.0,13.0,40.0,13550.0
Private,White,Male,52.0,13.0,40.0,0.0
State-gov,Black,Male,23.0,10.0,20.0,0.0
Private,White,Male,38.0,10.0,38.0,0.0
Private,White,Female,25.0,13.0,40.0,0.0
Private,White,Female,23.0,9.0,35.0,0.0
Private,White,Male,30.0,9.0,40.0,0.0
Federal-gov,Black,Male,25.0,10.0,40.0,0.0
Private,White,Female,59.0,9.0,40.0,0.0
Private,White,Male,47.0,11.0,50.0,15024.0
Local-gov,White,Female,25.0,13.0,40.0,0.0
Private,Black,Male,39.0,10.0,24.0,0.0
Local-gov,White,Male,38.0,9.0,50.0,0.0
Private,Black,Female,51.0,5.0,40.0,0.0
Federal-gov,White,Female,26.0,13.0,40.0,0.0
Self-emp-inc,White,Male,67.0,14.0,,20051.0
Private,White,Female,58.0,4.0,40.0,0.0
Private,Black,Female,41.0,7.0,40.0,0.0
Private,White,Female,40.0,10.0,40.0,914.0
Private,White,Male,22.0,9.0,50.0,0.0
Private,White,Male,24.0,9.0,45.0,0.0
Private,White,Female,42.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,40.0,16.0,40.0,3103.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,White,Male,31.0,10.0,50.0,0.0
Private,White,Male,61.0,6.0,40.0,0.0
Private,White,Male,28.0,9.0,20.0,0.0
Private,White,Female,35.0,13.0,40.0,0.0
Private,White,Male,33.0,9.0,60.0,0.0
Private,White,Male,75.0,9.0,20.0,0.0
Local-gov,White,Female,79.0,16.0,40.0,0.0
Private,White,Female,60.0,4.0,40.0,0.0
Private,White,Female,34.0,11.0,64.0,0.0
Self-emp-inc,Asian-Pac-Islander,Male,62.0,14.0,40.0,0.0
Private,White,Male,23.0,11.0,33.0,0.0
Private,White,Male,43.0,10.0,45.0,0.0
Private,Black,Male,31.0,9.0,40.0,0.0
Private,White,Male,22.0,10.0,20.0,0.0
Private,White,Male,24.0,9.0,45.0,0.0
Private,White,Male,25.0,13.0,40.0,0.0
Private,White,Male,47.0,14.0,40.0,0.0
Private,White,Male,44.0,9.0,35.0,0.0
Self-emp-inc,White,Male,31.0,10.0,40.0,0.0
Self-emp-inc,White,Male,66.0,6.0,30.0,0.0
Self-emp-inc,White,Male,40.0,13.0,65.0,0.0
Self-emp-inc,White,Male,58.0,9.0,45.0,0.0
Private,White,Male,23.0,10.0,40.0,0.0
Private,Other,Male,40.0,13.0,45.0,0.0
Self-emp-inc,White,Male,30.0,9.0,60.0,0.0
Private,White,Female,23.0,9.0,40.0,0.0
Private,White,Male,50.0,9.0,40.0,0.0
Private,White,Female,33.0,9.0,40.0,0.0
State-gov,White,Female,60.0,13.0,35.0,0.0
Private,White,Male,49.0,14.0,60.0,0.0
Private,White,Male,33.0,13.0,65.0,0.0
Private,White,Male,31.0,9.0,40.0,0.0
Local-gov,White,Male,62.0,13.0,40.0,0.0
Self-emp-not-inc,White,Female,51.0,6.0,40.0,0.0
Private,White,Male,47.0,13.0,40.0,0.0
Private,White,Male,40.0,8.0,50.0,0.0
Private,White,Female,38.0,9.0,40.0,0.0
Private,White,Male,63.0,10.0,40.0,0.0
Self-emp-not-inc,White,Female,57.0,13.0,35.0,0.0
Private,White,Male,32.0,8.0,40.0,0.0
Private,White,Female,19.0,10.0,23.0,0.0
Private,White,Male,30.0,9.0,27.0,0.0
Private,White,Male,52.0,10.0,,0.0
Private,White,Male,26.0,13.0,50.0,0.0
Private,Black,Male,44.0,10.0,40.0,0.0
Private,White,Female,38.0,10.0,40.0,0.0
Private,White,Male,32.0,9.0,40.0,3103.0
Private,White,Male,55.0,9.0,45.0,0.0
Private,White,Male,28.0,13.0,50.0,0.0
Private,Black,Male,37.0,9.0,40.0,0.0
Federal-gov,White,Male,42.0,14.0,40.0,0.0
Private,White,Male,37.0,13.0,40.0,0.0
Private,White,Male,73.0,13.0,40.0,0.0
Private,White,Male,35.0,10.0,40.0,0.0
Private,Black,Female,32.0,9.0,40.0,0.0
Federal-gov,White,Male,54.0,9.0,40.0,5178.0
Private,White,Female,29.0,9.0,40.0,0.0
Private,White,Male,30.0,14.0,60.0,15024.0
Private,White,Male,44.0,14.0,42.0,0.0
Private,White,Male,50.0,9.0,40.0,0.0
Private,White,Female,53.0,9.0,40.0,0.0
Self-emp-not-inc,White,Female,53.0,12.0,70.0,0.0
Private,White,Male,58.0,9.0,40.0,0.0
State-gov,White,Male,20.0,12.0,20.0,0.0
Self-emp-not-inc,White,Male,38.0,5.0,40.0,0.0
Private,White,Female,59.0,9.0,40.0,0.0
Private,White,Female,40.0,9.0,30.0,0.0
Self-emp-not-inc,White,Female,37.0,13.0,50.0,0.0
Private,White,Female,20.0,10.0,24.0,594.0
Private,White,Male,53.0,9.0,40.0,0.0
Private,Black,Male,45.0,9.0,40.0,0.0
Private,White,Male,37.0,10.0,45.0,0.0
Private,White,Male,20.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,31.0,9.0,70.0,0.0
Private,White,Male,48.0,5.0,40.0,0.0
Private,White,Male,47.0,11.0,40.0,0.0
Private,White,Female,65.0,13.0,40.0,0.0
Private,White,Male,21.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Female,25.0,11.0,40.0,0.0
Private,White,Male,18.0,8.0,20.0,594.0
Private,White,Male,33.0,12.0,60.0,7298.0
Local-gov,White,Male,52.0,14.0,40.0,0.0
Private,Black,Female,37.0,10.0,40.0,0.0
Private,White,Male,52.0,5.0,40.0,0.0
Private,White,Male,18.0,9.0,40.0,1055.0
Private,White,Female,47.0,14.0,40.0,0.0
Private,White,Female,55.0,12.0,52.0,0.0
Private,White,Female,46.0,9.0,37.0,0.0
Private,White,Male,68.0,4.0,40.0,0.0
Private,White,Male,51.0,10.0,40.0,0.0
Private,White,Male,34.0,13.0,40.0,0.0
Private,White,Male,22.0,7.0,40.0,0.0
Private,White,Female,27.0,10.0,39.0,0.0
Private,White,Male,56.0,13.0,48.0,0.0
Local-gov,Black,Male,36.0,10.0,40.0,0.0
Self-emp-inc,White,Male,26.0,13.0,40.0,0.0
Self-emp-not-inc,White,Male,33.0,9.0,40.0,0.0
Private,White,Male,35.0,11.0,40.0,0.0
Local-gov,White,Male,20.0,9.0,40.0,0.0
Private,White,Male,29.0,13.0,40.0,0.0
Private,White,Male,42.0,14.0,40.0,4386.0
Private,White,Male,17.0,6.0,25.0,0.0
Private,White,Male,44.0,13.0,50.0,7688.0
Private,Asian-Pac-Islander,Male,32.0,13.0,40.0,0.0
Private,White,Female,42.0,12.0,45.0,0.0
Private,White,Female,22.0,7.0,40.0,0.0
Private,White,Female,64.0,13.0,50.0,0.0
Self-emp-not-inc,White,Male,37.0,9.0,47.0,0.0
Private,Asian-Pac-Islander,Female,18.0,9.0,20.0,0.0
Private,White,Male,44.0,12.0,60.0,0.0
Private,White,Female,19.0,10.0,10.0,0.0
Private,White,Female,18.0,7.0,25.0,0.0
Private,White,Female,45.0,7.0,16.0,0.0
Private,Other,Male,23.0,5.0,55.0,0.0
Self-emp-not-inc,White,Male,64.0,16.0,25.0,0.0
Private,White,Male,78.0,2.0,20.0,0.0
Private,White,Male,36.0,13.0,40.0,0.0
Private,Black,Male,29.0,10.0,40.0,0.0
Private,Black,Female,35.0,9.0,40.0,0.0
Private,White,Female,30.0,10.0,6.0,0.0
Private,White,Male,18.0,9.0,12.0,0.0
Private,White,Male,40.0,14.0,20.0,0.0
Private,White,Female,34.0,13.0,36.0,0.0
Private,White,Male,39.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,41.0,4.0,40.0,0.0
Private,White,Female,22.0,10.0,24.0,0.0
Private,Black,Female,21.0,10.0,30.0,0.0
Private,White,Female,32.0,9.0,45.0,0.0
Private,Black,Male,28.0,9.0,40.0,0.0
Private,White,Male,41.0,13.0,45.0,4650.0
Private,White,Male,42.0,12.0,55.0,0.0
Private,White,Male,63.0,8.0,40.0,0.0
Local-gov,Black,Male,39.0,12.0,40.0,7298.0
Private,White,Male,24.0,10.0,50.0,0.0
Private,White,Male,29.0,16.0,50.0,0.0
Private,White,Male,22.0,10.0,35.0,0.0
Private,White,Female,19.0,9.0,35.0,0.0
Private,White,Male,90.0,9.0,40.0,0.0
State-gov,White,Male,55.0,10.0,43.0,0.0
Private,White,Female,47.0,10.0,40.0,0.0
Private,Asian-Pac-Islander,Female,58.0,9.0,60.0,0.0
Private,Black,Female,52.0,7.0,20.0,0.0
State-gov,White,Male,23.0,8.0,20.0,0.0
Self-emp-inc,White,Male,48.0,13.0,50.0,0.0
Private,White,Male,45.0,14.0,52.0,0.0
Self-emp-not-inc,White,Male,36.0,13.0,50.0,0.0
Private,White,Female,35.0,9.0,40.0,0.0
Private,Black,Female,23.0,13.0,40.0,0.0
Private,Black,Male,31.0,14.0,40.0,0.0
Private,White,Male,36.0,9.0,40.0,0.0
Self-emp-not-inc,White,Female,30.0,10.0,20.0,0.0
Private,White,Female,50.0,9.0,35.0,0.0
Private,White,Female,36.0,13.0,40.0,0.0
Private,White,Male,35.0,13.0,45.0,8614.0
Private,White,Female,44.0,10.0,32.0,0.0
Private,White,Male,21.0,9.0,13.0,0.0
Private,White,Female,45.0,10.0,45.0,0.0
Private,White,Male,43.0,9.0,40.0,0.0
Private,White,Male,37.0,11.0,40.0,0.0
Private,White,Female,38.0,14.0,50.0,0.0
Self-emp-inc,White,Male,57.0,13.0,45.0,0.0
Private,White,Male,26.0,10.0,40.0,0.0
Private,Asian-Pac-Islander,Female,59.0,6.0,40.0,0.0
Private,White,Male,24.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,63.0,9.0,35.0,0.0
Local-gov,White,Male,60.0,9.0,40.0,0.0
Private,White,Female,18.0,7.0,24.0,0.0
Private,White,Female,25.0,13.0,20.0,0.0
Private,White,Female,49.0,10.0,30.0,0.0
Self-emp-inc,White,Male,48.0,13.0,50.0,0.0
Private,White,Male,31.0,10.0,50.0,0.0
Private,White,Male,39.0,10.0,60.0,0.0
State-gov,White,Male,20.0,9.0,40.0,0.0
Private,Amer-Indian-Eskimo,Male,27.0,6.0,75.0,0.0
Private,White,Male,69.0,5.0,35.0,1424.0
Private,White,Male,35.0,10.0,40.0,0.0
Private,Asian-Pac-Islander,Female,21.0,10.0,25.0,0.0
Self-emp-not-inc,White,Male,32.0,9.0,44.0,0.0
Private,Black,Female,52.0,10.0,37.0,0.0
Private,White,Male,37.0,13.0,40.0,0.0
Private,White,Male,47.0,9.0,55.0,0.0
Private,White,Male,38.0,9.0,55.0,0.0
Private,White,Female,26.0,13.0,55.0,0.0
Local-gov,White,Female,66.0,4.0,20.0,0.0
Self-emp-inc,White,Male,61.0,13.0,50.0,0.0
Private,White,Male,60.0,10.0,16.0,0.0
Private,White,Male,29.0,9.0,16.0,0.0
Private,Black,Female,29.0,10.0,40.0,0.0
Private,White,Female,50.0,12.0,40.0,3942.0
Private,White,Female,47.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,37.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,67.0,9.0,50.0,0.0
Private,White,Male,18.0,10.0,40.0,0.0
Private,White,Male,39.0,9.0,62.0,0.0
Private,White,Male,35.0,14.0,60.0,0.0
Private,White,Male,41.0,9.0,55.0,0.0
Private,Black,Male,40.0,6.0,55.0,0.0
State-gov,White,Male,31.0,14.0,35.0,0.0
Private,White,Female,56.0,10.0,45.0,3325.0
Private,White,Male,55.0,10.0,40.0,0.0
Private,White,Female,50.0,9.0,40.0,0.0
Private,White,Male,33.0,14.0,45.0,0.0
Private,White,Female,20.0,10.0,25.0,0.0
Private,White,Male,35.0,9.0,40.0,0.0
Local-gov,Black,Male,41.0,12.0,50.0,0.0
Private,White,Male,18.0,7.0,13.0,0.0
Private,White,Male,20.0,10.0,40.0,0.0
Private,White,Female,32.0,14.0,20.0,0.0
Private,White,Female,29.0,9.0,40.0,0.0
Self-emp-inc,White,Male,45.0,3.0,40.0,0.0
Private,White,Female,41.0,3.0,40.0,0.0
Private,White,Female,42.0,9.0,25.0,0.0
Private,White,Male,24.0,13.0,40.0,0.0
Self-emp-not-inc,Black,Male,52.0,9.0,40.0,0.0
Private,White,Male,53.0,9.0,40.0,0.0
Private,White,Female,18.0,9.0,15.0,0.0
Private,White,Male,60.0,9.0,35.0,0.0
Private,White,Male,42.0,10.0,48.0,0.0
Private,White,Male,50.0,13.0,40.0,0.0
Private,Black,Male,35.0,13.0,50.0,0.0
Private,White,Male,33.0,9.0,40.0,0.0
Private,White,Male,65.0,6.0,22.0,0.0
Private,White,Female,45.0,9.0,19.0,0.0
Private,White,Male,17.0,7.0,30.0,0.0
Private,White,Female,29.0,13.0,40.0,0.0
Private,White,Male,36.0,9.0,60.0,0.0
Private,White,Male,37.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Female,51.0,11.0,40.0,0.0
Private,White,Male,61.0,4.0,40.0,0.0
Private,Black,Male,38.0,9.0,48.0,4386.0
Private,White,Male,62.0,15.0,70.0,0.0
Private,White,Male,49.0,11.0,45.0,0.0
Private,White,Male,46.0,14.0,55.0,0.0
Self-emp-not-inc,White,Male,56.0,9.0,50.0,0.0
Private,White,Male,18.0,6.0,40.0,0.0
Private,White,Male,28.0,10.0,35.0,0.0
Private,White,Female,60.0,13.0,48.0,8614.0
Self-emp-inc,White,Male,37.0,10.0,40.0,0.0
Private,White,Female,34.0,10.0,40.0,0.0
Private,White,Male,46.0,11.0,40.0,0.0
Private,White,Male,22.0,5.0,54.0,0.0
Private,White,Female,27.0,13.0,40.0,0.0
Private,Asian-Pac-Islander,Female,22.0,10.0,20.0,0.0
